"cancer","year","sex","race","stage","age","summary_interval","starting_count","net_relative","net_rel_cum_cis_lower","net_rel_cum_cis_upper"
"all cancer sites","2000-2018","all sexes","all races","invasive",">65","108 mo",610882,49.6,49.4,49.9
"all cancer sites","2000-2018","all sexes","all races","invasive",">65","120 mo",610882,48,47.7,48.2
"all cancer sites","2000-2018","all sexes","all races","early","all ages","0 mo",615007,100,NA,NA
"all cancer sites","2000-2018","all sexes","all races","early","all ages","12 mo",615007,96.5,96.5,96.6
"all cancer sites","2000-2018","all sexes","all races","early","all ages","24 mo",615007,94.8,94.7,94.8
"all cancer sites","2000-2018","all sexes","all races","early","all ages","36 mo",615007,93.5,93.4,93.6
"all cancer sites","2000-2018","all sexes","all races","early","all ages","48 mo",615007,92.4,92.3,92.5
"all cancer sites","2000-2018","all sexes","all races","early","all ages","60 mo",615007,91.4,91.3,91.5
"all cancer sites","2000-2018","all sexes","all races","early","all ages","72 mo",615007,90.4,90.3,90.6
"all cancer sites","2000-2018","all sexes","all races","early","all ages","84 mo",615007,89.5,89.3,89.7
"all cancer sites","2000-2018","all sexes","all races","early","all ages","96 mo",615007,88.4,88.2,88.6
"all cancer sites","2000-2018","all sexes","all races","early","all ages","108 mo",615007,87.2,87,87.4
"all cancer sites","2000-2018","all sexes","all races","early","all ages","120 mo",615007,86,85.8,86.3
"all cancer sites","2000-2018","all sexes","all races","early","<65","0 mo",311173,100,NA,NA
"all cancer sites","2000-2018","all sexes","all races","early","<65","12 mo",311173,98.4,98.3,98.4
"all cancer sites","2000-2018","all sexes","all races","early","<65","24 mo",311173,97,96.9,97.1
"all cancer sites","2000-2018","all sexes","all races","early","<65","36 mo",311173,96.1,96,96.2
"all cancer sites","2000-2018","all sexes","all races","early","<65","48 mo",311173,95.4,95.3,95.5
"all cancer sites","2000-2018","all sexes","all races","early","<65","60 mo",311173,94.8,94.7,94.9
"all cancer sites","2000-2018","all sexes","all races","early","<65","72 mo",311173,94.2,94.1,94.3
"all cancer sites","2000-2018","all sexes","all races","early","<65","84 mo",311173,93.7,93.6,93.9
"all cancer sites","2000-2018","all sexes","all races","early","<65","96 mo",311173,93.3,93.1,93.4
"all cancer sites","2000-2018","all sexes","all races","early","<65","108 mo",311173,92.9,92.8,93.1
"all cancer sites","2000-2018","all sexes","all races","early","<65","120 mo",311173,92.5,92.4,92.7
"all cancer sites","2000-2018","all sexes","all races","early",">65","0 mo",303834,100,NA,NA
"all cancer sites","2000-2018","all sexes","all races","early",">65","12 mo",303834,94.7,94.6,94.8
"all cancer sites","2000-2018","all sexes","all races","early",">65","24 mo",303834,92.5,92.3,92.6
"all cancer sites","2000-2018","all sexes","all races","early",">65","36 mo",303834,90.8,90.7,91
"all cancer sites","2000-2018","all sexes","all races","early",">65","48 mo",303834,89.4,89.2,89.6
"all cancer sites","2000-2018","all sexes","all races","early",">65","60 mo",303834,87.9,87.7,88.1
"all cancer sites","2000-2018","all sexes","all races","early",">65","72 mo",303834,86.6,86.3,86.8
"all cancer sites","2000-2018","all sexes","all races","early",">65","84 mo",303834,85.1,84.9,85.4
"all cancer sites","2000-2018","all sexes","all races","early",">65","96 mo",303834,83.4,83,83.7
"all cancer sites","2000-2018","all sexes","all races","early",">65","108 mo",303834,81.4,81.1,81.8
"all cancer sites","2000-2018","all sexes","all races","early",">65","120 mo",303834,79.5,79,79.9
"all cancer sites","2000-2018","all sexes","all races","late","all ages","0 mo",517127,100,NA,NA
"all cancer sites","2000-2018","all sexes","all races","late","all ages","12 mo",517127,65.4,65.2,65.5
"all cancer sites","2000-2018","all sexes","all races","late","all ages","24 mo",517127,54.3,54.1,54.4
"all cancer sites","2000-2018","all sexes","all races","late","all ages","36 mo",517127,48.4,48.2,48.5
"all cancer sites","2000-2018","all sexes","all races","late","all ages","48 mo",517127,44.6,44.5,44.8
"all cancer sites","2000-2018","all sexes","all races","late","all ages","60 mo",517127,41.8,41.6,41.9
"all cancer sites","2000-2018","all sexes","all races","late","all ages","72 mo",517127,39.6,39.4,39.8
"all cancer sites","2000-2018","all sexes","all races","late","all ages","84 mo",517127,37.8,37.7,38
"all cancer sites","2000-2018","all sexes","all races","late","all ages","96 mo",517127,36.2,36,36.4
"all cancer sites","2000-2018","all sexes","all races","late","all ages","108 mo",517127,34.8,34.6,35
"all cancer sites","2000-2018","all sexes","all races","late","all ages","120 mo",517127,33.6,33.4,33.8
"all cancer sites","2000-2018","all sexes","all races","late","<65","0 mo",233114,100,NA,NA
"all cancer sites","2000-2018","all sexes","all races","late","<65","12 mo",233114,75.3,75.1,75.5
"all cancer sites","2000-2018","all sexes","all races","late","<65","24 mo",233114,64.6,64.4,64.8
"all cancer sites","2000-2018","all sexes","all races","late","<65","36 mo",233114,58.8,58.6,59
"all cancer sites","2000-2018","all sexes","all races","late","<65","48 mo",233114,55.1,54.9,55.4
"all cancer sites","2000-2018","all sexes","all races","late","<65","60 mo",233114,52.5,52.2,52.7
"all cancer sites","2000-2018","all sexes","all races","late","<65","72 mo",233114,50.4,50.2,50.6
"all cancer sites","2000-2018","all sexes","all races","late","<65","84 mo",233114,48.8,48.6,49
"all cancer sites","2000-2018","all sexes","all races","late","<65","96 mo",233114,47.5,47.2,47.7
"all cancer sites","2000-2018","all sexes","all races","late","<65","108 mo",233114,46.3,46.1,46.5
"all cancer sites","2000-2018","all sexes","all races","late","<65","120 mo",233114,45.2,45,45.5
"all cancer sites","2000-2018","all sexes","all races","late",">65","0 mo",284013,100,NA,NA
"all cancer sites","2000-2018","all sexes","all races","late",">65","12 mo",284013,57.2,57,57.4
"all cancer sites","2000-2018","all sexes","all races","late",">65","24 mo",284013,45.8,45.6,46
"all cancer sites","2000-2018","all sexes","all races","late",">65","36 mo",284013,39.8,39.6,40
"all cancer sites","2000-2018","all sexes","all races","late",">65","48 mo",284013,36,35.7,36.2
"all cancer sites","2000-2018","all sexes","all races","late",">65","60 mo",284013,33,32.8,33.2
"all cancer sites","2000-2018","all sexes","all races","late",">65","72 mo",284013,30.7,30.5,30.9
"all cancer sites","2000-2018","all sexes","all races","late",">65","84 mo",284013,28.8,28.6,29
"all cancer sites","2000-2018","all sexes","all races","late",">65","96 mo",284013,27,26.7,27.2
"all cancer sites","2000-2018","all sexes","all races","late",">65","108 mo",284013,25.4,25.2,25.7
"all cancer sites","2000-2018","all sexes","all races","late",">65","120 mo",284013,24,23.7,24.3
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","0 mo",77547,100,NA,NA
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","12 mo",77547,53.3,53,53.7
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","24 mo",77547,46,45.6,46.4
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","36 mo",77547,42,41.6,42.4
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","48 mo",77547,39.5,39.1,39.9
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","60 mo",77547,37.5,37,37.9
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","72 mo",77547,35.7,35.2,36.1
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","84 mo",77547,34,33.6,34.5
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","96 mo",77547,32.7,32.2,33.2
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","108 mo",77547,31.2,30.7,31.7
"all cancer sites","2000-2018","all sexes","all races","unstaged","all ages","120 mo",77547,30.1,29.5,30.6
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","0 mo",23003,100,NA,NA
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","12 mo",23003,69.6,69,70.2
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","24 mo",23003,62.6,61.9,63.2
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","36 mo",23003,59.1,58.4,59.7
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","48 mo",23003,56.7,56,57.3
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","60 mo",23003,55,54.3,55.7
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","72 mo",23003,53.4,52.7,54.1
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","84 mo",23003,52.1,51.4,52.8
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","96 mo",23003,50.7,50,51.4
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","108 mo",23003,49.7,48.9,50.4
"all cancer sites","2000-2018","all sexes","all races","unstaged","<65","120 mo",23003,48.8,48,49.6
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","0 mo",54544,100,NA,NA
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","12 mo",54544,46.5,46,46.9
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","24 mo",54544,39,38.6,39.5
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","36 mo",54544,34.9,34.4,35.3
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","48 mo",54544,32.2,31.7,32.7
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","60 mo",54544,30.1,29.6,30.6
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","72 mo",54544,28.3,27.7,28.8
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","84 mo",54544,26.5,26,27.1
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","96 mo",54544,25.2,24.7,25.8
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","108 mo",54544,23.6,23,24.2
"all cancer sites","2000-2018","all sexes","all races","unstaged",">65","120 mo",54544,22.3,21.7,22.9
"all cancer sites","2000-2018","male","white","invasive","all ages","0 mo",515244,100,NA,NA
"all cancer sites","2000-2018","male","white","invasive","all ages","12 mo",515244,78.4,78.3,78.6
"all cancer sites","2000-2018","male","white","invasive","all ages","24 mo",515244,71.8,71.7,71.9
"all cancer sites","2000-2018","male","white","invasive","all ages","36 mo",515244,68.3,68.1,68.4
"all cancer sites","2000-2018","male","white","invasive","all ages","48 mo",515244,66,65.8,66.1
"all cancer sites","2000-2018","male","white","invasive","all ages","60 mo",515244,64.2,64,64.3
"all cancer sites","2000-2018","male","white","invasive","all ages","72 mo",515244,62.7,62.5,62.9
"all cancer sites","2000-2018","male","white","invasive","all ages","84 mo",515244,61.3,61.1,61.5
"all cancer sites","2000-2018","male","white","invasive","all ages","96 mo",515244,60,59.7,60.2
"all cancer sites","2000-2018","male","white","invasive","all ages","108 mo",515244,58.7,58.4,58.9
"all cancer sites","2000-2018","male","white","invasive","all ages","120 mo",515244,57.4,57.2,57.7
"all cancer sites","2000-2018","male","white","invasive","<65","0 mo",223135,100,NA,NA
"all cancer sites","2000-2018","male","white","invasive","<65","12 mo",223135,84,83.9,84.2
"all cancer sites","2000-2018","male","white","invasive","<65","24 mo",223135,77.6,77.4,77.7
"all cancer sites","2000-2018","male","white","invasive","<65","36 mo",223135,74.2,74,74.4
"all cancer sites","2000-2018","male","white","invasive","<65","48 mo",223135,72.2,72,72.4
"all cancer sites","2000-2018","male","white","invasive","<65","60 mo",223135,70.7,70.5,70.9
"all cancer sites","2000-2018","male","white","invasive","<65","72 mo",223135,69.6,69.4,69.8
"all cancer sites","2000-2018","male","white","invasive","<65","84 mo",223135,68.7,68.4,68.9
"all cancer sites","2000-2018","male","white","invasive","<65","96 mo",223135,67.8,67.5,68
"all cancer sites","2000-2018","male","white","invasive","<65","108 mo",223135,67.1,66.8,67.3
"all cancer sites","2000-2018","male","white","invasive","<65","120 mo",223135,66.4,66.2,66.7
"all cancer sites","2000-2018","male","white","invasive",">65","0 mo",292109,100,NA,NA
"all cancer sites","2000-2018","male","white","invasive",">65","12 mo",292109,74.2,74,74.3
"all cancer sites","2000-2018","male","white","invasive",">65","24 mo",292109,67.4,67.2,67.6
"all cancer sites","2000-2018","male","white","invasive",">65","36 mo",292109,63.7,63.5,64
"all cancer sites","2000-2018","male","white","invasive",">65","48 mo",292109,61.2,61,61.4
"all cancer sites","2000-2018","male","white","invasive",">65","60 mo",292109,59.2,58.9,59.4
"all cancer sites","2000-2018","male","white","invasive",">65","72 mo",292109,57.4,57.2,57.7
"all cancer sites","2000-2018","male","white","invasive",">65","84 mo",292109,55.7,55.4,56
"all cancer sites","2000-2018","male","white","invasive",">65","96 mo",292109,54,53.7,54.3
"all cancer sites","2000-2018","male","white","invasive",">65","108 mo",292109,52.3,51.9,52.6
"all cancer sites","2000-2018","male","white","invasive",">65","120 mo",292109,50.6,50.3,51
"all cancer sites","2000-2018","male","white","early","all ages","0 mo",269708,100,NA,NA
"all cancer sites","2000-2018","male","white","early","all ages","12 mo",269708,96.2,96.1,96.3
"all cancer sites","2000-2018","male","white","early","all ages","24 mo",269708,94.3,94.1,94.4
"all cancer sites","2000-2018","male","white","early","all ages","36 mo",269708,92.9,92.8,93.1
"all cancer sites","2000-2018","male","white","early","all ages","48 mo",269708,91.8,91.6,91.9
"all cancer sites","2000-2018","male","white","early","all ages","60 mo",269708,90.7,90.5,90.9
"all cancer sites","2000-2018","male","white","early","all ages","72 mo",269708,89.7,89.5,89.9
"all cancer sites","2000-2018","male","white","early","all ages","84 mo",269708,88.7,88.4,88.9
"all cancer sites","2000-2018","male","white","early","all ages","96 mo",269708,87.4,87.1,87.7
"all cancer sites","2000-2018","male","white","early","all ages","108 mo",269708,86.1,85.8,86.4
"all cancer sites","2000-2018","male","white","early","all ages","120 mo",269708,84.8,84.5,85.2
"all cancer sites","2000-2018","male","white","early","<65","0 mo",119337,100,NA,NA
"all cancer sites","2000-2018","male","white","early","<65","12 mo",119337,97.7,97.6,97.8
"all cancer sites","2000-2018","male","white","early","<65","24 mo",119337,95.9,95.7,96
"all cancer sites","2000-2018","male","white","early","<65","36 mo",119337,94.8,94.6,94.9
"all cancer sites","2000-2018","male","white","early","<65","48 mo",119337,94,93.9,94.2
"all cancer sites","2000-2018","male","white","early","<65","60 mo",119337,93.3,93.2,93.5
"all cancer sites","2000-2018","male","white","early","<65","72 mo",119337,92.8,92.6,93
"all cancer sites","2000-2018","male","white","early","<65","84 mo",119337,92.3,92.1,92.6
"all cancer sites","2000-2018","male","white","early","<65","96 mo",119337,91.8,91.5,92
"all cancer sites","2000-2018","male","white","early","<65","108 mo",119337,91.4,91.1,91.7
"all cancer sites","2000-2018","male","white","early","<65","120 mo",119337,91.1,90.8,91.4
"all cancer sites","2000-2018","male","white","early",">65","0 mo",150371,100,NA,NA
"all cancer sites","2000-2018","male","white","early",">65","12 mo",150371,95.1,94.9,95.2
"all cancer sites","2000-2018","male","white","early",">65","24 mo",150371,93,92.8,93.2
"all cancer sites","2000-2018","male","white","early",">65","36 mo",150371,91.4,91.2,91.7
"all cancer sites","2000-2018","male","white","early",">65","48 mo",150371,89.9,89.7,90.2
"all cancer sites","2000-2018","male","white","early",">65","60 mo",150371,88.5,88.2,88.9
"all cancer sites","2000-2018","male","white","early",">65","72 mo",150371,87.3,86.9,87.6
